Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Randy Couture,def,Brandon Vera,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Dan Hardy,def,Mike Swick,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Middleweight,Michael Bisping,def,Denis Kang,TKO (knees to the body and punches),2,4:24
Welterweight,Matt Brown,def,James Wilks,TKO (punches),3,2:27
Lightweight,Ross Pearson,def,Aaron Riley,TKO (doctor stoppage),2,4:38
Welterweight,John Hathaway,def,Paul Taylor,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Lightweight,Terry Etim,def,Shannon Gugerty,Submission (guillotine choke),2,1:24
Welterweight,Nick Osipczak,def,Matthew Riddle,TKO (punches),3,3:53
Lightweight,Dennis Siver,def,Paul Kelly,TKO (spinning back kick and punches),2,2:53
Light Heavyweight,Alexander Gustafsson,def,Jared Hamman,KO (punches),1,0:41
Lightweight,Andre Winner,def,Rolando Delgado,KO (punch),1,3:22
