Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Catchweight (187.7 lbs),Yoel Romero,def.,Luke Rockhold,KO (punches),3,1:48
Heavyweight,Curtis Blaydes,def.,Mark Hunt,"Decision (unanimous) (30–26, 30–26, 29–27)",3,5:00
Heavyweight,Tai Tuivasa,def.,Cyril Asker,TKO (punches and elbows),1,2:18
Welterweight,Jake Matthews,def.,Li Jingliang,"Decision (unanimous) (29–28, 30–26, 30–26)",3,5:00
Light Heavyweight,Tyson Pedro,def.,Saparbek Safarov,Submission (kimura),1,3:54
Lightweight,Dong Hyun Ma,def.,Damien Brown,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Israel Adesanya,def.,Rob Wilkinson,TKO (knees and punches),2,3:37
Featherweight,Alexander Volkanovski,def.,Jeremy Kennedy,TKO (punches and elbows),2,4:57
Flyweight,Jussier Formiga,def.,Ben Nguyen,Technical Submission (rear-naked choke),3,1:43
Lightweight,Ross Pearson,def.,Mizuto Hirota,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Bantamweight,José Alberto Quiñónez,def.,Teruto Ishihara,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Luke Jumeau,def.,Daichi Abe,"Decision (unanimous) (29–28, 29–27, 28–27)",3,5:00
