Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Stipe Miocic (c),def.,Junior dos Santos,TKO (punches),1,2:22
Women's Strawweight,Joanna Jędrzejczyk (c),def.,Jéssica Andrade,"Decision (unanimous) (50–45, 50–44, 50–45)",5,5:00
Welterweight,Demian Maia,def.,Jorge Masvidal,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Featherweight,Frankie Edgar,def.,Yair Rodríguez,TKO (doctor stoppage),2,5:00
Middleweight,David Branch,def.,Krzysztof Jotko,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Eddie Alvarez,vs.,Dustin Poirier,No Contest (illegal knees),2,4:12
Featherweight,Jason Knight,def.,Chas Skelly,TKO (punches),3,0:39
Heavyweight,Chase Sherman,def.,Rashad Coulter,KO (elbow),2,3:36
Lightweight,James Vick,def.,Polo Reyes,TKO (punches),1,2:39
Women's Strawweight,Cortney Casey,def.,Jessica Aguilar,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Enrique Barzola,def.,Gabriel Benítez,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Gadzhimurad Antigulov,def.,Joachim Christensen,Submission (rear-naked choke),1,2:21
