Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Stipe Miocic,def.,Mark Hunt,TKO (punches),5,2:47
Middleweight,Robert Whittaker,def.,Brad Tavares,KO (punches),1,0:44
Light Heavyweight,Sean O'Connell,def.,Anthony Perosh,TKO (punches),1,0:56
Lightweight,James Vick,def.,Jake Matthews,Submission (guillotine choke),1,4:53
Featherweight,Dan Hooker,def.,Hatsu Hioki,KO (head kick and punches),2,4:13
Welterweight,Kyle Noke,def.,Jonavin Webb,"Decision (split) (27–30, 29–28, 29–28)",3,5:00
Middleweight,Sam Alvey,def.,Dan Kelly,TKO (punches),1,0:49
Women's Strawweight,Bec Rawlings,def.,Lisa Ellis,Submission (rear-naked choke),1,4:09
Middleweight,Brad Scott,def.,Dylan Andrews,Submission (guillotine choke),2,4:54
Women's Strawweight,Alex Chambers,def.,Kailin Curran,Submission (armbar),3,3:15
Welterweight,Brendan O'Reilly,def.,Vik Grujic,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Flyweight,Ben Nguyen,def.,Alptekin Özkılıç,TKO (punches),1,4:59
