Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Rory MacDonald,def.,Tarec Saffiedine,TKO (punches),3,1:28
Bantamweight,Raphael Assunção,def.,Bryan Caraway,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Chad Laprise,def.,Yosdenis Cedeno,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Elias Theodorou,def.,Bruno Santos,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Nordine Taleb,def.,Li Jingliang,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Bantamweight,Mitch Gagnon,def.,Roman Salazar,Submission (rear-naked choke),1,2:06
Lightweight,Daron Cruickshank,def.,Anthony Njokuani,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Olivier Aubin-Mercier,def.,Jake Lindsey,Submission (inverted triangle kimura),2,3:22
Lightweight,Paul Felder,def.,Jason Saggo,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Flyweight,Chris Kelades,def.,Paddy Holohan,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Albert Tumenov,def.,Matt Dwyer,TKO (head kick and punch),1,1:03
Bantamweight,Pedro Munhoz,vs.,Jerrod Sanders,No Contest (overturned),1,0:39
