Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,Henry Cejudo,def.,Marlon Moraes,TKO (punches),3,4:51
Women's Flyweight,Valentina Shevchenko (c),def.,Jessica Eye,KO (head kick),2,0:26
Lightweight,Tony Ferguson,def.,Donald Cerrone,TKO (doctor stoppage),2,5:00
Bantamweight,Petr Yan,def.,Jimmie Rivera,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Heavyweight,Blagoy Ivanov,def.,Tai Tuivasa,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Women's Strawweight,Tatiana Suarez,def.,Nina Ansaroff,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Aljamain Sterling,def.,Pedro Munhoz,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Strawweight,Alexa Grasso,def.,Karolina Kowalkiewicz,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Calvin Kattar,def.,Ricardo Lamas,KO (punches),1,4:06
Women's Strawweight,Xiaonan Yan,def.,Angela Hill,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Darren Stewart,def.,Bevon Lewis,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Bantamweight,Eddie Wineland,def.,Grigory Popov,KO (punch),2,4:47
Women's Flyweight,Katlyn Chookagian,def.,Joanne Calderwood,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
