Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Bantamweight,Ronda Rousey (c),def.,Liz Carmouche,Submission (armbar),1,4:49
Light Heavyweight,Lyoto Machida,def.,Dan Henderson,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Urijah Faber,def.,Ivan Menjivar,Submission (rear-naked choke),1,4:34
Welterweight,Court McGee,def.,Josh Neer,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Robbie Lawler,def.,Josh Koscheck,TKO (knee and punches),1,3:57
Heavyweight,Brendan Schaub,def.,Lavar Johnson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Michael Chiesa,def.,Anton Kuivanen,Submission (rear-naked choke),2,2:29
Featherweight,Dennis Bermudez,def.,Matt Grice,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Lightweight,Sam Stout,def.,Caros Fodor,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,Kenny Robertson,def.,Brock Jardine,Submission (Suloev stretch)[11],1,2:57
Welterweight,Neil Magny,def.,Jon Manley,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Catchweight (175.8 lbs),Nah-Shon Burrell,def.,Yuri Villefort,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
