Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Frankie Edgar,def.,Cub Swanson,Submission (neck crank),5,4:56
Lightweight,Edson Barboza,def.,Bobby Green,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Flyweight,Chico Camus,def.,Brad Pickett,"Decision (split) (29–28, 29–28, 27–30)",3,5:00
Heavyweight,Aleksei Oleinik,def.,Jared Rosholt,KO (punches),1,3:21
Flyweight,Joseph Benavidez,def.,Dustin Ortiz,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Matt Wiman,def.,Isaac Vallie-Flagg,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Heavyweight,Ruslan Magomedov,def.,Josh Copeland,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Middleweight,Roger Narvaez,def.,Luke Barnatt,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Lightweight,James Vick,def.,Nick Hein,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Lightweight,Akbarh Arreola,def.,Yves Edwards,Submission (armbar),1,1:52
Women's Strawweight,Paige VanZant,def.,Kailin Curran,TKO (punches),3,2:54
Featherweight,Doo Ho Choi,def.,Juan Puig,TKO (punches),1,0:18
