Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Georges St-Pierre (c),def.,Josh Koscheck,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00
Heavyweight,Stefan Struve,def.,Sean McCorkle,TKO (punches),1,3:55
Lightweight,Jim Miller,def.,Charles Oliveira,Submission (kneebar),1,1:59
Lightweight,Mac Danzig,def.,Joe Stevenson,KO (punch),1,1:54
Welterweight,Thiago Alves,def.,John Howard,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Dan Miller,def.,Joe Doerksen,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Mark Bocek,def.,Dustin Hazelett,Submission (triangle armbar),1,2:33
Middleweight,Rafael Natal,vs.,Jesse Bongfeldt,"Draw (majority) (28–28, 28–28, 29–28)",3,5:00
Welterweight,Sean Pierson,def.,Matthew Riddle,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Ricardo Almeida,def.,TJ Grant,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,John Makdessi,def.,Pat Audinwood,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
