Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jon Jones (c),def.,Alexander Gustafsson,"Decision (unanimous) (48–47, 48–47, 49–46)",5,5:00
Bantamweight,Renan Barão (ic),def.,Eddie Wineland,TKO (spinning back kick and punches),2,0:35
Heavyweight,Brendan Schaub,def.,Matt Mitrione,Technical Submission (D'Arce choke),1,4:06
Middleweight,Francis Carmont,def.,Costas Philippou,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Lightweight,Khabib Nurmagomedov,def.,Pat Healy,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Myles Jury,def.,Mike Ricci,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Bantamweight,Wilson Reis,def.,Ivan Menjivar,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Stephen Thompson,def.,Chris Clements,KO (punches),2,1:27
Bantamweight,Mitch Gagnon,def.,Dustin Kimura,Technical Submission (guillotine choke),1,4:05
Lightweight,John Makdessi,def.,Renée Forte,KO (punches),1,2:01
Lightweight,Michel Prazeres,def.,Jesse Ronson,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Alex Caceres,def.,Roland Delorme,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Daniel Omielańczuk,def.,Nandor Guelmino,KO (punch),3,3:18
