Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jon Jones,def.,Vladimir Matyushenko,TKO (elbows),1,1:52
Middleweight,Yushin Okami,def.,Mark Muñoz,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Jake Ellenberger,def.,John Howard,TKO (doctor stoppage),3,2:21
Lightweight,Takanori Gomi,def.,Tyson Griffin,KO (punch),1,1:04
Lightweight,Jacob Volkmann,def.,Paul Kelly,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Catchweight (172 lbs),Matthew Riddle,def.,DaMarques Johnson,TKO (punches),2,4:29
Light Heavyweight,Igor Pokrajac,def.,James Irvin,Submission (rear-naked choke),1,2:29
Middleweight,Brian Stann,def.,Mike Massenzio,Submission (triangle choke),3,3:10
Lightweight,Charles Oliveira,def.,Darren Elkins,Submission (armbar),1,0:41
Middleweight,Rob Kimmons,def.,Steve Steinbeiss,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
