Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,T.J. Dillashaw (c),def.,Renan Barão,TKO (punches),4,0:35
Women's Bantamweight,Miesha Tate,def.,Jessica Eye,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Edson Barboza,def.,Paul Felder,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Joe Lauzon,def.,Takanori Gomi,TKO (punches),1,2:37
Light Heavyweight,Tom Lawlor,def.,Gian Villante,KO (punch),2,0:27
Lightweight,Jim Miller,def.,Danny Castillo,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Welterweight,Ben Saunders,def.,Kenny Robertson,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Bantamweight,Bryan Caraway,def.,Eddie Wineland,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Lightweight,James Krause,def.,Daron Cruickshank,Submission (rear-naked choke),1,1:27
Lightweight,Andrew Holbrook,def.,Ramsey Nijem,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Women's Bantamweight,Elizabeth Phillips,def.,Jessamyn Duke,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Zak Cummings,def.,Dominique Steele,TKO (punches),1,0:43
