Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Al Iaquinta,def.,Kevin Lee,"Decision (unanimous) (48–47, 48–47, 49–46)",5,5:00
Lightweight,Edson Barboza,def.,Dan Hooker,KO (punch to the body),3,2:19
Bantamweight,Rob Font,def.,Sergio Pettis,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Charles Oliveira,def.,Jim Miller,Submission (rear-naked choke),1,1:15
Welterweight,Zak Ottow,def.,Dwight Grant,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Lightweight,Drakkar Klose,def.,Bobby Green,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Joaquim Silva,def.,Jared Gordon,KO (punches),3,2:39
Middleweight,Jack Hermansson,def.,Gerald Meerschaert,Submission (guillotine choke),1,4:25
Middleweight,Zak Cummings,def.,Trevor Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Dan Ige,def.,Jordan Griffin,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Mike Rodríguez,def.,Adam Milstead,TKO (knee to the body and punches),1,2:59
Heavyweight,Juan Adams,def.,Chris de la Rocha,TKO (punches),3,0:58
