Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Donald Cerrone,def.,Al Iaquinta,"Decision (unanimous) (49–45, 49–45, 49–46)",5,5:00
Middleweight,Derek Brunson,def.,Elias Theodorou,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Featherweight,Shane Burgos,def.,Cub Swanson,"Decision (split) (30–27, 27–30, 29–28)",3,5:00
Bantamweight,Merab Dvalishvili,def.,Brad Katona,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Walt Harris,def.,Serghei Spivac,TKO (knees and punches),1,0:50
Middleweight,Andrew Sanchez,def.,Marc-André Barriault,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Bantamweight,Macy Chiasson,def.,Sarah Moras,TKO (punches),2,2:22
Bantamweight,Vince Morales,def.,Aiemann Zahabi,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Nordine Taleb,def.,Kyle Prepolec,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Matt Sayles,def.,Kyle Nelson,Submission (arm-triangle choke),3,3:16
Heavyweight,Arjan Bhullar,def.,Juan Adams,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Bantamweight,Cole Smith,def.,Mitch Gagnon,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
