Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Tyron Woodley (c),def.,Darren Till,Submission (D'Arce choke),2,4:19
Women's Strawweight,Jéssica Andrade,def.,Karolina Kowalkiewicz,KO (punch),1,1:58
Featherweight,Zabit Magomedsharipov,def.,Brandon Davis,Submission (Suloev Stretch kneebar)[12],2,3:46
Bantamweight,Jimmie Rivera,def.,John Dodson,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Abdul Razak Alhassan,def.,Niko Price,KO (punch),1,0:43
Women's Strawweight,Tatiana Suarez,def.,Carla Esparza,TKO (punches and elbows),3,4:33
Bantamweight,Aljamain Sterling,def.,Cody Stamann,Submission (Suloev Stretch kneebar)[12],2,3:42
Welterweight,Geoff Neal,def.,Frank Camacho,KO (head kick),2,1:23
Middleweight,Darren Stewart,def.,Charles Byrd,TKO (elbow and punches),2,2:17
Welterweight,Diego Sanchez,def.,Craig White,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Jim Miller,def.,Alex White,Submission (rear-naked choke),1,1:29
Women's Bantamweight,Irene Aldana,def.,Lucie Pudilová,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Flyweight,Jarred Brooks,def.,Roberto Sanchez,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
