Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Rashad Evans,def.,Tito Ortiz,TKO (knee to the body and punches),2,4:48
Middleweight,Vitor Belfort,def.,Yoshihiro Akiyama,KO (punches),1,1:52
Welterweight,Brian Ebersole,def.,Dennis Hallman,TKO (elbows),1,4:28
Middleweight,Costas Philippou,def.,Jorge Rivera,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Rory MacDonald,def.,Mike Pyle,TKO (punches),1,3:54
Light Heavyweight,Alexander Gustafsson,def.,Matt Hamill,TKO (punches and elbows),2,3:34
Featherweight,Chad Mendes,def.,Rani Yahya,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Catchweight (138 lb),Ivan Menjivar,def.,Nick Pace,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Johny Hendricks,def.,Mike Pierce,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Featherweight,Mike Brown,def.,Nam Phan,"Decision (unanimous) (29–27, 29–28, 29–28)",3,5:00
Middleweight,Rafael Natal,def.,Paul Bradley,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
