Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Strawweight,Rose Namajunas,def.,Paige VanZant,Submission (rear-naked choke),5,2:25
Lightweight,Michael Chiesa,def.,Jim Miller,Submission (rear-naked choke),2,2:57
Lightweight,Sage Northcutt,def.,Cody Pfister,Submission (guillotine choke),2,0:41
Middleweight,Thiago Santos,def.,Elias Theodorou,"Decision (unanimous) (29–28, 29–27, 29–27)",3,5:00
Welterweight,Tim Means,def.,John Howard,KO (punch),2,0:21
Welterweight,Sérgio Moraes,def.,Omari Akhmedov,TKO (punches),3,2:18
Middleweight,Antônio Carlos Júnior,vs.,Kevin Casey,No Contest (accidental eye poke),1,0:11
Bantamweight,Aljamain Sterling,def.,Johnny Eduardo,Submission (guillotine choke),2,4:18
Welterweight,Santiago Ponzinibbio,def.,Andreas Ståhl,TKO (punches),1,4:25
Welterweight,Danny Roberts,def.,Nathan Coy,Technical Submission (triangle choke),1,2:46
Featherweight,Zubaira Tukhugov,def.,Phillipe Nover,"Decision (split) (28–29, 30–27, 30–27)",3,5:00
Women's Strawweight,Kailin Curran,def.,Emily Kagan,Submission (rear-naked choke),2,4:13
