Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Featherweight,Cris Cyborg (c),def.,Holly Holm,"Decision (unanimous) (49–46, 48–47, 48–47)",5,5:00
Lightweight,Khabib Nurmagomedov,def.,Edson Barboza,"Decision (unanimous) (30–25, 30–25, 30–24)",3,5:00
Lightweight,Dan Hooker,def.,Marc Diakiese,Submission (guillotine choke),3,0:42
Women's Strawweight,Carla Esparza,def.,Cynthia Calvillo,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Neil Magny,def.,Carlos Condit,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Light Heavyweight,Michał Oleksiejczuk,vs.,Khalil Rountree,No Contest (overturned),3,5:00
Featherweight,Myles Jury,def.,Rick Glenn,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Marvin Vettori,vs.,Omari Akhmedov,"Draw (majority) (28–28, 29–28, 28–28)",3,5:00
Flyweight,Matheus Nicolau,def.,Louis Smolka,"Decision (unanimous) (30–26, 30–26, 30–25)",3,5:00
Bantamweight,Tim Elliott,def.,Mark De La Rosa,Submission (anaconda choke),2,1:41
