Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Tim Kennedy,def.,Michael Bisping,"Decision (unanimous) (49–46, 49–46, 50–45)",5,5:00
Welterweight,Patrick Côté,def.,Kyle Noke,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Middleweight,Elias Theodorou,def.,Sheldon Westcott,TKO (punches and elbows),2,4:41
Welterweight,Chad Laprise,def.,Olivier Aubin-Mercier,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Featherweight,Dustin Poirier,def.,Akira Corassani,TKO (punches),2,0:42
Welterweight,K.J. Noons,def.,Sam Stout,KO (punches),1,0:30
Women's Bantamweight,Sarah Kaufman,def.,Leslie Smith,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,Ryan Jimmo,def.,Sean O'Connell,KO (punches),1,4:27
Bantamweight,George Roop,def.,Dustin Kimura,"Decision (unanimous) (29–28, 30–27, 29–26)",3,5:00
Lightweight,Mark Bocek,def.,Mike De La Torre,"Decision (split) (28–29, 30–27, 29–28)",3,5:00
Middleweight,Nordine Taleb,def.,Vik Grujic,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Richard Walsh,def.,Chris Indich,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Mitch Gagnon,def.,Tim Gorman,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
