Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,T.J. Dillashaw,def.,Renan Barão (c),TKO (head kick and punches),5,2:26
Light Heavyweight,Daniel Cormier,def.,Dan Henderson,Technical Submission (rear-naked choke),3,3:53
Welterweight,Robbie Lawler,def.,Jake Ellenberger,TKO (knee and punches),3,3:06
Bantamweight,Takeya Mizugaki,def.,Francisco Rivera,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Lightweight,James Krause,def.,Jamie Varner,TKO (ankle injury),1,5:00
Lightweight,Michael Chiesa,def.,Francisco Trinaldo,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00
Lightweight,Tony Ferguson,def.,Katsunori Kikuno,TKO (punch),1,4:06
Bantamweight,Chris Holdsworth,def.,Chico Camus,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Mitch Clarke,def.,Al Iaquinta,Technical Submission (D'Arce choke),2,0:57
Lightweight,Vinc Pichel,def.,Anthony Njokuani,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Featherweight,Sam Sicilia,def.,Aaron Phillips,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,Li Jingliang,def.,David Michaud,"Decision (split) (29–28, 28–29, 30–27)",3,5:00
