Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Gray Maynard,def.,Clay Guida,"Decision (split) (48–47, 47–48, 48–47)",5,5:00
Lightweight,Sam Stout,def.,Spencer Fisher,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Brian Ebersole,def.,TJ Waldburger,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Cub Swanson,def.,Ross Pearson,TKO (punches),2,4:14
Featherweight,Ricardo Lamas,def.,Hatsu Hioki,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Ramsey Nijem,def.,C.J. Keith,TKO (punches),1,2:29
Welterweight,Rick Story,def.,Brock Jardine,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Steven Siler,def.,Joey Gambino,Submission (guillotine choke),1,2:47
Middleweight,Chris Camozzi,def.,Nick Catone,TKO (doctor stoppage),3,1:51
Welterweight,Matt Brown,def.,Luis Ramos,TKO (knees and punches),2,4:20
Welterweight,Dan Miller,def.,Ricardo Funch,Submission (guillotine choke),3,3:12
Bantamweight,Ken Stone,def.,Dustin Pague,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
