Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Tyron Woodley,def.,Robbie Lawler (c),KO (punches),1,2:12
Women's Strawweight,Karolina Kowalkiewicz,def.,Rose Namajunas,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,Jake Ellenberger,def.,Matt Brown,TKO (body kick and punches),1,1:46
Bantamweight,Érik Pérez,def.,Francisco Rivera,"Decision (unanimous) (30–26, 30–26, 29–28)",3,5:00
Flyweight,Ryan Benoit,def.,Fredy Serrano,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Light Heavyweight,Nikita Krylov,def.,Ed Herman,KO (head kick),2,0:40
Welterweight,Jorge Masvidal,def.,Ross Pearson,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Heavyweight,Anthony Hamilton,def.,Damian Grabowski,KO (punches),1,0:14
Flyweight,Wilson Reis,def.,Hector Sandoval,Submission (rear-naked choke),1,1:49
Welterweight,Michael Graves,vs.,Bojan Veličković,"Draw (majority) (30–27, 28–28, 28–28)",3,5:00
Lightweight,Damien Brown,def.,Cesar Arzamendia,KO (punches),1,2:27
