Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Gabriel Gonzaga,def.,Mirko Cro Cop,KO (head kick),1,4:51
Heavyweight,Andrei Arlovski,def.,Fabrício Werdum,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,Michael Bisping,def.,Elvis Sinosic,TKO (punches),2,1:40
Light Heavyweight,Lyoto Machida,def.,David Heath,"Decision (unanimous) (30–27, 30–26, 30–27)",3,5:00
Heavyweight,Cheick Kongo,def.,Assuerio Silva,"Decision (majority) (29–28, 29–28, 28–28)",3,5:00
Lightweight,Terry Etim,def.,Matt Grice,Submission (guillotine choke),1,4:48
Lightweight,Junior Assuncao,def.,David Lee,Submission (rear-naked choke),2,1:55
Light Heavyweight,Alessio Sakara,def.,Victor Valimaki,TKO (punches),1,1:44
Welterweight,Jess Liaudin,def.,Dennis Siver,Submission (armbar),1,1:19
Welterweight,Paul Taylor,def.,Edilberto de Oliveira,TKO (head kick and punches),3,0:37
