Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Wanderlei Silva,def.,Brian Stann,KO (punches),2,4:08
Heavyweight,Mark Hunt,def.,Stefan Struve,TKO (punches),3,1:44
Catchweight (158 lb),Diego Sanchez,def.,Takanori Gomi,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Yushin Okami,def.,Hector Lombard,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Featherweight,Rani Yahya,def.,Mizuto Hirota,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Dong Hyun Kim,def.,Siyar Bahadurzada,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Brad Tavares,def.,Riki Fukuda,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Bantamweight,Takeya Mizugaki,def.,Bryan Caraway,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Lightweight,Kazuki Tokudome,def.,Cristiano Marcello,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Alex Caceres,vs.,Kyung Ho Kang,No Contest,3,5:00
Welterweight,Hyun Gyu Lim,def.,Marcelo Guimarães,KO (knee and punches),2,4:00
