Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Bantamweight,Amanda Nunes (c),def.,Ronda Rousey,TKO (punches),1,0:48
Bantamweight,Cody Garbrandt,def.,Dominick Cruz (c),"Decision (unanimous) (48–46, 48–47, 48–46)",5,5:00
Bantamweight,T.J. Dillashaw,def.,John Lineker,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Welterweight,Dong Hyun Kim,def.,Tarec Saffiedine,"Decision (split) (27–30, 29–28, 29–28)",3,5:00
Catchweight (129.5 lbs),Ray Borg,def.,Louis Smolka,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00
Welterweight,Neil Magny,def.,Johny Hendricks,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Antônio Carlos Júnior,def.,Marvin Vettori,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Alex Garcia,def.,Mike Pyle,KO (punch),1,3:34
Welterweight,Niko Price,def.,Brandon Thatch,Submission (arm-triangle choke),1,4:30
Welterweight,Alex Oliveira,vs.,Tim Means,No Contest (illegal knees),1,3:33
