Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Tony Ferguson,def.,Ramsey Nijem,KO (punches),1,3:54
Lightweight,Clay Guida,def.,Anthony Pettis,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Ed Herman,def.,Tim Credeur,TKO (punches),1,0:48
Light Heavyweight,Kyle Kingsbury,def.,Fabio Maldonado,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Chris Cope,def.,Chuck O'Neil,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Jeremy Stephens,def.,Danny Downes,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00
Featherweight,George Roop,def.,Josh Grispi,TKO (body punch),3,3:14
Welterweight,Shamar Bailey,def.,Ryan McGillivray,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Clay Harvison,def.,Justin Edwards,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Scott Jorgensen,def.,Ken Stone,KO (punches),1,4:01
Bantamweight,Reuben Duran,def.,Francisco Rivera,Submission (rear-naked choke),3,1:57
