Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
N/A,Ken Shamrock,vs.,Royce Gracie,Draw,,36:06
N/A,Dan Severn,def.,Dave Beneteau,Submission (keylock),,3:01
N/A,Dave Beneteau,def.,Todd Medina,Submission (Strikes),,2:12
N/A,Dan Severn,def.,Oleg Taktarov,TKO (cut),,4:21
N/A,Jon Hess,def.,Andy Anderson,TKO (punches),,1:23
N/A,Todd Medina,def.,Larry Cureton,Submission (forearm choke),,2:55
N/A,Oleg Taktarov,def.,Ernie Verdicia,Submission (choke),,2:23
N/A,Dan Severn,def.,Joe Charles,Submission (rear-naked choke),,1:38
N/A,Dave Beneteau,def.,Asbel Cancio,TKO (punches),,0:21
N/A,Guy Mezger,def.,John Dowdy,TKO (punches),,2:02
