Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Michael Bisping,def.,Chris Leben,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Light Heavyweight,Keith Jardine,def.,Brandon Vera,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Light Heavyweight,Luiz Cane,def.,Rameau Thierry Sokoudjou,TKO (punches),2,4:15
Welterweight,Chris Lytle,def.,Paul Taylor,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00
Welterweight,Marcus Davis,def.,Paul Kelly,Submission (guillotine choke),2,2:16
Welterweight,Dan Hardy,def.,Akihiro Gono,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Shane Carwin,def.,Neil Wain,TKO (punches),1,1:31
Lightweight,David Bielkheden,def.,Jess Liaudin,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Lightweight,Terry Etim,def.,Sam Stout,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Lightweight,Jim Miller,def.,David Baron,Submission (rear-naked choke),3,3:19
Lightweight,Per Eklund,def.,Samy Schiavo,Submission (rear-naked choke),3,1:47
