Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Junior dos Santos,def.,Tai Tuivasa,TKO (punches),2,2:30
Light Heavyweight,Maurício Rua,def.,Tyson Pedro,TKO (punches),3,0:43
Heavyweight,Justin Willis,def.,Mark Hunt,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Anthony Rocco Martin,def.,Jake Matthews,Technical Submission (anaconda choke),3,1:19
Featherweight,Sodiq Yusuff,def.,Suman Mokhtarian,TKO (punches),1,2:14
Light Heavyweight,Jimmy Crute,def.,Paul Craig,Submission (kimura),3,4:51
Welterweight,Alexey Kunchenko,def.,Yushin Okami,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00
Flyweight,Wilson Reis,def.,Ben Nguyen,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Keita Nakamura,def.,Salim Touahri,"Decision (split) (30–27, 28–29, 29–28)",3,5:00
Flyweight,Kai Kara-France,def.,Elias Garcia,"Decision (unanimous) (30–25, 30–25, 30–26)",3,5:00
Lightweight,Christos Giagos,def.,Mizuto Hirota,"Decision (unanimous) (29–28, 29–27, 30–28)",3,5:00
Lightweight,Damir Ismagulov,def.,Alex Gorgees,"Decision (unanimous) (30–25, 30–26, 30–26)",3,5:00
