Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Tyron Woodley (c),def.,Stephen Thompson,"Decision (majority) (48–47, 47–47, 48–47)",5,5:00
Lightweight,David Teymur,def.,Lando Vannata,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Dan Kelly,def.,Rashad Evans,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Women's Strawweight,Cynthia Calvillo,def.,Amanda Cooper,Submission (rear-naked choke),1,3:19
Heavyweight,Alistair Overeem,def.,Mark Hunt,KO (knees),3,1:44
Heavyweight,Marcin Tybura,def.,Luis Henrique,TKO (punches),3,3:46
Featherweight,Darren Elkins,def.,Mirsad Bektić,KO (punches and head kick),3,3:19
Bantamweight,Iuri Alcântara,def.,Luke Sanders,Submission (kneebar),2,3:13
Heavyweight,Mark Godbeer,def.,Daniel Spitz,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,Tyson Pedro,def.,Paul Craig,TKO (elbows),1,4:10
Bantamweight,Albert Morales,def.,Andre Soukhamthath,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
