Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,B.J. Penn (c),def,Kenny Florian,Submission (rear-naked choke),4,3:54
Light Heavyweight,Anderson Silva,def,Forrest Griffin,KO (punch),1,3:23
Lightweight,Aaron Riley,def,Shane Nelson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Johny Hendricks,def,Amir Sadollah,TKO (punches),1,0:29
Middleweight,Ricardo Almeida,def,Kendall Grove,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Kurt Pellegrino,def,Josh Neer,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,John Howard,def,Tamdan McCrory,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Alessio Sakara,def,Thales Leites,"Decision (split) (29–28, 27–30, 29–28)",3,5:00
Welterweight,Matthew Riddle,def,Dan Cramer,"Decision (unanimous) (29–27, 30–26, 30–27)",3,5:00
Lightweight,George Sotiropoulos,def,George Roop,Submission (kimura),2,1:59
Welterweight,Jesse Lennox,def,Danillo Villefort,TKO (doctor stoppage),3,3:33
