Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Georges St-Pierre (c),def.,Jon Fitch,"Decision (unanimous) (50–43, 50–44, 50–44)",5,5:00
Heavyweight,Brock Lesnar,def.,Heath Herring,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Lightweight,Rob Emerson,def.,Manvel Gamburyan,KO (punches),1,0:12
Lightweight,Kenny Florian,def.,Roger Huerta,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Demian Maia,def.,Jason MacDonald,Submission (rear-naked choke),3,2:44
Welterweight,Tamdan McCrory,def.,Luke Cummo,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Heavyweight,Cheick Kongo,def.,Dan Evensen,TKO (punches),1,4:55
Light Heavyweight,Jon Jones,def.,Andre Gusmao,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Welterweight,Chris Wilson,def.,Steve Bruno,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Ben Saunders,def.,Ryan Thomas,Submission (armbar),2,2:28
