Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Jeremy Stephens,def.,Doo Ho Choi,TKO (punches and elbows),2,2:36
Women's Flyweight,Jessica-Rose Clark,def.,Paige VanZant,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Kamaru Usman,def.,Emil Weber Meek,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Darren Elkins,def.,Michael Johnson,Submission (rear-naked choke),2,2:22
Lightweight,James Krause,def.,Alex White,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Polo Reyes,def.,Matt Frevola,KO (punch),1,1:00
Women's Bantamweight,Irene Aldana,def.,Talita Bernardo,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Kyung Ho Kang,def.,Guido Cannetti,Submission (triangle choke),1,4:53
Women's Flyweight,Jessica Eye,def.,Kalindra Faria,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Women's Strawweight,JJ Aldrich,def.,Danielle Taylor,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Catchweight (150 lbs),Mads Burnell,def.,Mike Santiago,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
