Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jon Jones (c),def.,Vitor Belfort,Submission (americana),4,0:54
Flyweight,Demetrious Johnson,def.,Joseph Benavidez,"Decision (split) (48–47, 47–48, 49–46)",5,5:00
Middleweight,Michael Bisping,def.,Brian Stann,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Matt Hamill,def.,Roger Hollett,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Featherweight,Cub Swanson,def.,Charles Oliveira,KO (punch),1,2:40
Light Heavyweight,Vinny Magalhães,def.,Igor Pokrajac,Submission (armbar),2,1:14
Lightweight,TJ Grant,def.,Evan Dunham,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00
Welterweight,Sean Pierson,def.,Lance Benoist,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Marcus Brimage,def.,Jimy Hettes,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Seth Baczynski,def.,Simeon Thoresen,KO (punch),1,4:10
Bantamweight,Mitch Gagnon,def.,Walel Watson,Submission (rear-naked choke),1,1:09
Welterweight,Kyle Noke,def.,Charlie Brenneman,TKO (punches),1,0:45
