Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Josh Barnett,def.,Roy Nelson,"Decision (unanimous) (48–47, 48–47, 50–45)",5,5:00
Middleweight,Uriah Hall,def.,Gegard Mousasi,TKO (flying knee and punches),2,0:25
Flyweight,Kyoji Horiguchi,def.,Chico Camus,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Takeya Mizugaki,def.,George Roop,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Diego Brandao,def.,Katsunori Kikuno,TKO (punches),1,0:28
Featherweight,Mizuto Hirota,vs.,Teruto Ishihara,"Draw (split) (29–28, 28–29, 29–29)",3,5:00
Welterweight,Keita Nakamura,def.,Li Jingliang,Technical Submission (standing rear-naked choke),3,2:17
Lightweight,Nick Hein,def.,Yusuke Kasuya,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Lightweight,Kajan Johnson,def.,Naoyuki Kotani,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,Shinsho Anzai,def.,Roger Zapata,TKO (hand injury),3,0:47
