Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Gegard Mousasi,def.,Ilir Latifi,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Ross Pearson,def.,Ryan Couture,TKO (punches),2,3:45
Heavyweight,Matt Mitrione,def.,Phil De Fries,KO (punches),1,0:19
Bantamweight,Brad Pickett,def.,Mike Easton,"Decision (split) (28–29, 30–27, 30–27)",3,5:00
Featherweight,Diego Brandão,def.,Pablo Garza,Submission (arm-triangle choke),1,3:27
Featherweight,Akira Corassani,def.,Robbie Peralta,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Reza Madadi,def.,Michael Johnson,Submission (D'Arce choke),3,1:33
Middleweight,Tor Troéng,def.,Adam Cella,Submission (rear-naked choke),1,3:11
Welterweight,Adlan Amagov,def.,Chris Spång,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Conor McGregor,def.,Marcus Brimage,TKO (punches),1,1:07
Welterweight,Ryan LaFlare,def.,Ben Alloway,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Tom Lawlor,def.,Michael Kuiper,Submission (guillotine choke),2,1:05
Welterweight,Papy Abedi,def.,Besam Yousef,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
