Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Flyweight,Sergio Pettis,def.,Brandon Moreno,"Decision (unanimous) (49–46, 48–46, 48–46)",5,5:00
Catchweight (119 lbs),Alexa Grasso,def.,Randa Markos,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Niko Price,def,Alan Jouban,TKO (punches),1,1:44
Featherweight,Humberto Bandenay,def,Martín Bravo,KO (knee),1,0:26
Middleweight,Sam Alvey,def.,Rashad Evans,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Alejandro Pérez,def.,Andre Soukhamthath,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Jack Hermansson,def.,Brad Scott,TKO (punches),1,3:50
Flyweight,Dustin Ortiz,def.,Hector Sandoval,KO (punches),1,0:15
Bantamweight,Rani Yahya,def.,Henry Briones,Submission (kimura),1,2:01
Bantamweight,José Alberto Quiñónez,def.,Diego Rivas,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Flyweight,Joseph Morales,def.,Roberto Sanchez,Submission (rear-naked choke),1,3:56
Lightweight,Jordan Rinaldi,def.,Álvaro Herrera,Submission (Von Flue choke),1,2:01
