Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Quinton Jackson,def.,Matt Hamill,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Frank Mir,def.,Roy Nelson,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Heavyweight,Travis Browne,def.,Stefan Struve,KO (superman punch),1,4:11
Welterweight,Rick Story,def.,Thiago Alves,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Brian Stann,def.,Jorge Santiago,TKO (punches),2,4:29
Bantamweight,Demetrious Johnson,def.,Miguel Torres,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Tim Boetsch,def.,Kendall Grove,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Gleison Tibau,def.,Rafaello Oliveira,Submission (rear-naked choke),2,3:28
Bantamweight,Michael McDonald,def.,Chris Cariaso,"Decision (split) (27–30, 29–28, 29–28)",3,5:00
Bantamweight,Renan Barão,def.,Cole Escovedo,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
