Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Chris Weidman,def.,Anderson Silva (c),TKO (punches),2,1:18
Featherweight,Frankie Edgar,def.,Charles Oliveira,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Middleweight,Tim Kennedy,def.,Roger Gracie,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Middleweight,Mark Muñoz,def.,Tim Boetsch,"Decision (unanimous) (30–26, 30–27, 29–28)",3,5:00
Featherweight,Cub Swanson,def.,Dennis Siver,TKO (punches),3,2:24
Middleweight,Andrew Craig,def.,Chris Leben,"Decision (split) (29–28, 28–29, 30–27)",3,5:00
Lightweight,Norman Parke,def.,Kazuki Tokudome,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Heavyweight,Gabriel Gonzaga,def.,Dave Herman,TKO (punches),1,0:17
Lightweight,Edson Barboza,def.,Rafaello Oliveira,TKO (leg kicks),2,1:44
Welterweight,Brian Melancon,def.,Seth Baczynski,KO (punches),1,4:59
Welterweight,Mike Pierce,def.,David Mitchell,TKO (punches),2,2:55
