Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jon Jones (c),def.,Rashad Evans,"Decision (unanimous) (49–46, 49–46, 50–45)",5,5:00
Welterweight,Rory MacDonald,def.,Che Mills,TKO (punches),2,2:20
Heavyweight,Ben Rothwell,def.,Brendan Schaub,KO (punches),1,1:10
Bantamweight,Michael McDonald,def.,Miguel Torres,KO (punches),1,3:18
Featherweight,Eddie Yagin,def.,Mark Hominick,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Mark Bocek,def.,John Alessio,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Heavyweight,Travis Browne,def.,Chad Griggs,Submission (arm-triangle choke),1,2:29
Welterweight,Matt Brown,def.,Stephen Thompson,"Decision (unanimous) (30–27, 29–27, 30–27)",3,5:00
Lightweight,Anthony Njokuani,def.,John Makdessi,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Mac Danzig,def.,Efrain Escudero,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Chris Clements,def.,Keith Wisniewski,"Decision (split) (29–28, 28–29, 30–27)",3,5:00
Featherweight,Marcus Brimage,def.,Maximo Blanco,"Decision (split) (28–29, 30–27, 29–28)",3,5:00
