Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jon Jones,def.,Ovince Saint Preux,"Decision (unanimous) (50–44, 50–45, 50–45)",5,5:00
Flyweight,Demetrious Johnson (c),def.,Henry Cejudo,TKO (knees and punches),1,2:49
Lightweight,Edson Barboza,def.,Anthony Pettis,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Middleweight,Robert Whittaker,def.,Rafael Natal,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Featherweight,Yair Rodríguez,def.,Andre Fili,KO (flying head kick),2,2:15
Flyweight,Sergio Pettis,def.,Chris Kelades,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Danny Roberts,def.,Dominique Steele,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Strawweight,Carla Esparza,def.,Juliana Lima,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,James Vick,def.,Glaico França,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Heavyweight,Walt Harris,def.,Cody East,TKO (punches),1,4:18
Light Heavyweight,Marcos Rogério de Lima,def.,Clint Hester,Submission (arm-triangle choke),1,4:35
Lightweight,Kevin Lee,def.,Efrain Escudero,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
