Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Daniel Cormier,def.,Stipe Miocic (c),KO (punches),1,4:33
Heavyweight,Derrick Lewis,def.,Francis Ngannou,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,Mike Perry,def.,Paul Felder,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Catchweight (157.5 lbs),Anthony Pettis,def.,Michael Chiesa,Submission (triangle armbar),2,0:52
Light Heavyweight,Khalil Rountree Jr.,def.,Gökhan Saki,TKO (punches),1,1:36
Middleweight,Paulo Costa,def.,Uriah Hall,TKO (punches),2,2:38
Bantamweight,Raphael Assunção,def.,Rob Font,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Drakkar Klose,def.,Lando Vannata,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Curtis Millender,def.,Max Griffin,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Dan Hooker,def.,Gilbert Burns,KO (punches),1,2:28
Women's Strawweight,Emily Whitmire,def.,Jamie Moyle,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
