Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Rafael dos Anjos,def.,Robbie Lawler,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00
Catchweight (148.5 lbs),Josh Emmett,def.,Ricardo Lamas,KO (punch),1,4:33
Welterweight,Santiago Ponzinibbio,def.,Mike Perry,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Glover Teixeira,def.,Misha Cirkunov,TKO (punches),1,2:45
Light Heavyweight,Jan Błachowicz,def.,Jared Cannonier,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Julian Marquez,def.,Darren Stewart,Submission (guillotine choke),2,2:42
Welterweight,Chad Laprise,def.,Galore Bofando,TKO (punches),1,4:10
Welterweight,Nordine Taleb,def.,Danny Roberts,"KO (head kick, elbow and punch)",1,0:59
Lightweight,John Makdessi,def.,Abel Trujillo,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Alessio Di Chirico,def.,Oluwale Bamgbose,KO (knee),2,2:14
Welterweight,Jordan Mein,def.,Erick Silva,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
