Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jan Błachowicz,def.,Ronaldo Souza,"Decision (split) (48–47, 47–48, 48–47)",5,5:00
Light Heavyweight,Maurício Rua,vs.,Paul Craig,"Draw (split) (29–28, 28–29, 28–28)",3,5:00
Lightweight,Charles Oliveira,def.,Jared Gordon,KO (punches),1,1:26
Middleweight,Andre Muniz,def.,Antonio Arroyo,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Wellington Turman,def.,Markus Perez,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,James Krause,def.,Sérgio Moraes,KO (punches),3,4:19
Featherweight,Ricardo Ramos,def.,Luiz Eduardo Garagorri,Submission (rear-naked choke),1,3:57
Lightweight,Francisco Trinaldo,def.,Bobby Green,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Randy Brown,def.,Warlley Alves,Submission (triangle choke),2,1:22
Featherweight,Douglas Silva de Andrade,def.,Renan Barão,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Catchweight (130.5 Ibs),Ariane Lipski,def.,Isabella de Pádua,"Decision (unanimous) (30–26, 30–26, 29–27)",3,5:00
Women's Bantamweight,Tracy Cortez,def.,Vanessa Melo,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
