Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Kenny Florian,def.,Joe Lauzon,TKO (punches),2,3:28
Lightweight,Gray Maynard,def.,Frankie Edgar,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Thiago Alves,def.,Karo Parisyan,TKO (punches),2,0:34
Light Heavyweight,Matt Hamill,def.,Tim Boetsch,TKO (punches),2,1:25
Lightweight,Nate Diaz,def.,Kurt Pellegrino,Submission (triangle choke),2,3:06
Light Heavyweight,James Irvin,def.,Houston Alexander,TKO (superman punch and punches),1,0:08
Lightweight,Josh Neer,def.,Din Thomas,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Marcus Aurelio,def.,Ryan Roberts,Submission (armbar),1,0:16
Lightweight,Manvel Gamburyan,def.,Jeff Cox,Submission (guillotine choke),1,1:41
Lightweight,Clay Guida,def.,Samy Schiavo,TKO (punches),1,4:15
Welterweight,George Sotiropoulos,def.,Roman Mitichyan,TKO (punches),2,2:24
Welterweight,Anthony Johnson,def.,Tom Speer,KO (punch),1,0:51
