Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Anthony Smith,def.,Alexander Gustafsson,Submission (rear-naked choke),4,2:38
Light Heavyweight,Aleksandar Rakić,def.,Jimi Manuwa,KO (head kick),1,0:42
Featherweight,Makwan Amirkhani,def.,Chris Fishgold,Submission (anaconda choke),2,4:25
Lightweight,Christos Giagos,def.,Damir Hadžović,"Decision (unanimous) (29–27, 29–27, 29–28)",3,5:00
Featherweight,Daniel Teymur,def.,Sung Bin Jo,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Sergey Khandozhko,def.,Rostem Akman,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Bantamweight,Lina Länsberg,def.,Tonya Evinger,"Decision (unanimous) (30–26, 30–27, 30–26)",3,5:00
Lightweight,Leonardo Santos,def.,Stevie Ray,KO (punch),1,2:17
Lightweight,Frank Camacho,def.,Nick Hein,TKO (punches),2,4:56
Women's Bantamweight,Bea Malecki,def.,Duda Santana,Submission (rear-naked choke),2,1:59
Light Heavyweight,Devin Clark,def.,Darko Stošić,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Joel Alvarez,def.,Danilo Belluardo,TKO (elbows and punches),2,2:22
