Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Jake Ellenberger,def.,Jake Shields,TKO (knees and punches),1,0:53
Middleweight,Court McGee,def.,Dongi Yang,"Decision (unanimous) (30–27, 29–28, 30–28)",3,5:00
Featherweight,Erik Koch,def.,Jonathan Brookins,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Middleweight,Alan Belcher,def.,Jason MacDonald,Submission (strikes),1,3:48
Lightweight,Vagner Rocha,def.,Cody McKenzie,Submission (rear-naked choke),2,3:49
Lightweight,Evan Dunham,def.,Shamar Bailey,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Lance Benoist,def.,Matthew Riddle,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Ken Stone,def.,Donny Walker,Technical Submission (rear-naked choke),1,2:40
Welterweight,Seth Baczynski,def.,Clay Harvison,Submission (rear-naked choke),2,1:12
Welterweight,TJ Waldburger,def.,Mike Stumpf,Submission (triangle choke),1,3:52
Featherweight,Robbie Peralta,def.,Mike Lullo,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Justin Edwards,def.,Jorge Lopez,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
