Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Derek Brunson,def.,Lyoto Machida,KO (punches),1,2:30
Welterweight,Colby Covington,def.,Demian Maia,"Decision (unanimous) (29–27, 30–27, 30–26)",3,5:00
Bantamweight,Pedro Munhoz,def.,Rob Font,Submission (guillotine choke),1,4:03
Lightweight,Francisco Trinaldo,def.,Jim Miller,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Thiago Santos,def.,Jack Hermansson,TKO (jumping body kick and punches),1,4:59
Bantamweight,John Lineker,def.,Marlon Vera,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Vicente Luque,def.,Niko Price,Submission (D'arce choke),2,4:08
Middleweight,Antônio Carlos Júnior,def.,Jack Marshman,Submission (rear-naked choke),1,4:30
Lightweight,Jared Gordon,def.,Hacran Dias,"Decision (unanimous) (29–26, 29–27, 30–26)",3,5:00
Welterweight,Elizeu Zaleski dos Santos,def.,Max Griffin,"Decision (unanimous) (29–28, 29–27, 29–28)",3,5:00
Flyweight,Deiveson Figueiredo,def.,Jarred Brooks,"Decision (split) (27–30, 29–28, 29–28)",3,5:00
Heavyweight,Marcelo Golm,def.,Christian Colombo,Submission (rear-naked choke),1,2:08
