Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Bantamweight,Amanda Nunes,def.,Miesha Tate (c),Submission (rear-naked choke),1,3:16
Heavyweight,Brock Lesnar,vs.,Mark Hunt,No Contest (overturned),3,5:00
Light Heavyweight,Daniel Cormier (c),def.,Anderson Silva,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Featherweight,José Aldo,def.,Frankie Edgar,"Decision (unanimous) (49–46, 49–46, 48–47)",5,5:00
Heavyweight,Cain Velasquez,def.,Travis Browne,TKO (punches),1,4:57
Women's Bantamweight,Julianna Peña,def.,Cat Zingano,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Catchweight (171.25 lb),Kelvin Gastelum,def.,Johny Hendricks,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Bantamweight,T.J. Dillashaw,def.,Raphael Assunção,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Sage Northcutt,def.,Enrique Marín,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Joe Lauzon,def.,Diego Sanchez,TKO (punches),1,1:26
Middleweight,Gegard Mousasi,def.,Thiago Santos,TKO (punches),1,4:32
Lightweight,Jim Miller,def.,Takanori Gomi,TKO (punches),1,2:18
