Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Luke Rockhold,def.,Michael Bisping,Submission (guillotine choke),2,0:57
Lightweight,Al Iaquinta,def.,Ross Pearson,TKO (punches),2,1:39
Middleweight,Robert Whittaker,def.,Clint Hester,TKO (knee and punches),2,2:43
Heavyweight,Soa Palelei,def.,Walt Harris,TKO (punches),2,4:49
Lightweight,Jake Matthews,def.,Vagner Rocha,Technical Submission (rear-naked choke),2,1:52
Light Heavyweight,Anthony Perosh,def.,Guto Inocente,Submission (rear-naked choke),1,3:46
Middleweight,Sam Alvey,def.,Dylan Andrews,KO (punches),1,2:16
Flyweight,Louis Smolka,def.,Richie Vaculik,TKO (side kick and punches),3,0:18
Welterweight,Chris Clements,def.,Vik Grujic,TKO (punches),1,3:06
Middleweight,Dan Kelly,def.,Luke Zachrich,Submission (kimura),1,4:27
Bantamweight,Marcus Brimage,def.,Jumabieke Tuerxun,KO (head kick),1,2:58
