Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Israel Adesanya (ic),def.,Robert Whittaker (c),KO (punches),2,3:33
Lightweight,Dan Hooker,def.,Al Iaquinta,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Heavyweight,Sergey Spivak,def.,Tai Tuivasa,Technical Submission (arm-triangle choke),2,3:14
Welterweight,Dhiego Lima,def.,Luke Jumeau,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Heavyweight,Yorgan de Castro,def.,Justin Tafa,KO (punch),1,2:10
Welterweight,Jake Matthews,def.,Rostem Akman,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Callan Potter,def.,Maki Pitolo,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Brad Riddell,def.,Jamie Mullarkey,"Decision (unanimous) (29–27, 30–26, 30–26)",3,5:00
Women’s Featherweight,Megan Anderson,def.,Zarah Fairn dos Santos,Submission (triangle choke),1,3:57
Catchweight (128 lbs),Ji Yeon Kim,def.,Nadia Kassem,TKO (body punches),2,4:59
Catchweight (137 lbs),Khalid Taha,def.,Bruno Gustavo da Silva,Submission (arm-triangle choke),3,3:00
