Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Martin Kampmann,def.,Thiago Alves,Submission (guillotine choke),3,4:12
Flyweight,Joseph Benavidez,def.,Yasuhiro Urushitani,TKO (punches),2,0:11
Flyweight,Demetrious Johnson,vs.,Ian McCall,"Draw (majority) (28–28, 29–29, 29–28)",3,5:00
Middleweight,Costas Philippou,def.,Court McGee,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,James Te Huna,def.,Aaron Rosa,TKO (punches),1,2:08
Light Heavyweight,Anthony Perosh,def.,Nick Penner,TKO (punches),1,4:59
Featherweight,Steven Siler,def.,Cole Miller,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Andrew Craig,def.,Kyle Noke,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,TJ Waldburger,def.,Jake Hecht,Submission (armbar),1,0:55
Featherweight,Daniel Pineda,def.,Mackens Semerzier,Submission (armbar),1,2:05
Heavyweight,Shawn Jordan,def.,Oli Thompson,TKO (knees and punches),2,3:53
