Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Thiago Santos,def.,Jan Błachowicz,TKO (punches),3,0:39
Heavyweight,Stefan Struve,def.,Marcos Rogério de Lima,Submission (arm-triangle choke),2,2:21
Light Heavyweight,Michał Oleksiejczuk,def.,Gian Villante,TKO (body punch),1,1:34
Women’s Flyweight,Liz Carmouche,def.,Lucie Pudilová,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Bantamweight,Petr Yan,def.,John Dodson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Catchweight (209 lbs),Magomed Ankalaev,def.,Klidson Abreu,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Dwight Grant,def.,Carlo Pedersoli Jr.,TKO (punches),1,4:59
Featherweight,Chris Fishgold,def.,Daniel Teymur,Submission (rear-naked choke),2,1:10
Women's Flyweight,Gillian Robertson,def.,Veronica Macedo,Submission (rear-naked choke),2,3:27
Lightweight,Damir Hadžović,def.,Polo Reyes,TKO (punches),2,2:03
Welterweight,Ismail Naurdiev,def.,Michel Prazeres,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00
Catchweight (157 lbs),Carlos Diego Ferreira,def.,Rustam Khabilov,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Damir Ismagulov,def.,Joel Alvarez,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
