Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Catchweight (127.5 lbs),Deiveson Figueiredo,def.,Joseph Benavidez,TKO (punches),2,1:54
Women's Featherweight,Felicia Spencer,def.,Zarah Fairn dos Santos,TKO (elbows and punches),1,3:37
Light Heavyweight,Magomed Ankalaev,def.,Ion Cuțelaba,TKO (head kicks and punches),1,0:38
Women's Featherweight,Megan Anderson,def.,Norma Dumont Viana,KO (punch),1,3:31
Catchweight (149.5 lbs),Grant Dawson,def.,Darrick Minner,Submission (rear-naked choke),2,1:38
Bantamweight,Kyler Phillips,def.,Gabriel Silva,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Brendan Allen,def.,Tom Breese,TKO (elbows and punches),1,4:47
Heavyweight,Marcin Tybura,def.,Sergey Spivak,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Luis Peña,def.,Steve Garcia,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Jordan Griffin,def.,T.J. Brown,Technical Submission (guillotine choke),2,3:38
Featherweight,Spike Carlyle,def.,Aalon Cruz,TKO (punches),1,1:25
Welterweight,Sean Brady,def.,Ismail Naurdiev,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
