Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Nate Marquardt,def.,Rousimar Palhares,TKO (punches),1,3:28
Catchweight (159 lbs),Charles Oliveira,def.,Efrain Escudero,Submission (rear-naked choke),3,2:25
Lightweight,Jim Miller,def.,Gleison Tibau,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Cole Miller,def.,Ross Pearson,Submission (rear-naked choke),2,1:49
Lightweight,Yves Edwards,def.,John Gunderson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,Kyle Kingsbury,def.,Jared Hamman,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,David Branch,def.,Tomasz Drwal,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Rich Attonito,def.,Rafael Natal,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,TJ Waldburger,def.,David Mitchell,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Brian Foster,def.,Forrest Petz,TKO (punches),1,1:07
