Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Fabrício Werdum,def.,Mark Hunt,TKO (flying knee and punches),2,2:27
Welterweight,Kelvin Gastelum,def.,Jake Ellenberger,Submission (rear-naked choke),1,4:46
Featherweight,Ricardo Lamas,def.,Dennis Bermudez,Submission (guillotine choke),1,3:18
Welterweight,Augusto Montaño,def.,Chris Heatherly,TKO (knees),1,4:50
Welterweight,Héctor Urbina,def.,Edgar García,Submission (guillotine choke),1,3:38
Featherweight,Yair Rodríguez,def.,Leonardo Morales,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Alejandro Pérez,def.,José Alberto Quiñónez,"Decision (unanimous) (29–26, 29–26, 28–27)",3,5:00
Women's Bantamweight,Jessica Eye,def.,Leslie Smith,TKO (doctor stoppage),2,1:30
Featherweight,Gabriel Benítez,def.,Humberto Brown,Technical Submission (standing guillotine choke),3,0:30
Bantamweight,Henry Briones,def.,Guido Cannetti,Submission (rear-naked choke),2,1:44
Bantamweight,Marco Beltrán,def.,Marlon Vera,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
