Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Eddie Alvarez,def.,Rafael dos Anjos (c),TKO (punches),1,3:49
Heavyweight,Derrick Lewis,def.,Roy Nelson,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Alan Jouban,def.,Belal Muhammad,"Decision (unanimous) (28–27, 29–28, 29–27)",3,5:00
Lightweight,Joseph Duffy,def.,Mitch Clarke,Submission (rear-naked choke),1,0:25
Welterweight,Alberto Mina,def.,Mike Pyle,KO (flying knee and punches),2,1:17
Lightweight,John Makdessi,def.,Mehdi Baghdad,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Anthony Birchak,def.,Dileno Lopes,"Decision (split) (27–30, 29–28, 29–28)",3,5:00
Bantamweight,Pedro Munhoz,def.,Russell Doane,Submission (guillotine choke),1,2:08
Bantamweight,Felipe Arantes,def.,Jerrod Sanders,Submission (armbar),2,1:39
Lightweight,Gilbert Burns,def.,Łukasz Sajewski,Submission (armbar),1,4:57
Bantamweight,Marco Beltrán,def.,Reginaldo Vieira,Submission (rear-naked choke),2,3:04
Welterweight,Vicente Luque,def.,Álvaro Herrera,Submission (D'Arce choke),2,3:52
