Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Max Holloway (c),def.,Brian Ortega,TKO (doctor stoppage),4,5:00
Women's Flyweight,Valentina Shevchenko,def.,Joanna Jędrzejczyk,"Decision (unanimous) (49–46, 49–46, 49–46)",5,5:00
Welterweight,Gunnar Nelson,def.,Alex Oliveira,Submission (rear-naked choke),2,4:17
Featherweight,Hakeem Dawodu,def.,Kyle Bochniak,"Decision (split) (28–29, 30–27, 30–27)",3,5:00
Light Heavyweight,Thiago Santos,def.,Jimi Manuwa,KO (punch),2,0:41
Women's Strawweight,Nina Ansaroff,def.,Cláudia Gadelha,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Gilbert Burns,def.,Olivier Aubin-Mercier,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Women's Flyweight,Jessica Eye,def.,Katlyn Chookagian,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Elias Theodorou,def.,Eryk Anders,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Bantamweight,Brad Katona,def.,Matthew Lopez,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Dhiego Lima,def.,Chad Laprise,KO (punch),1,1:37
Lightweight,Carlos Diego Ferreira,def.,Kyle Nelson,TKO (punches),2,1:23
Light Heavyweight,Aleksandar Rakić,def.,Devin Clark,TKO (punches),1,4:05
