Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Lyoto Machida,def.,Gegard Mousasi,"Decision (unanimous) (49–46, 50–45, 50–45)",5,5:00
Middleweight,Ronaldo Souza,def.,Francis Carmont,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,Erick Silva,def.,Takenori Sato,KO (punches),1,0:52
Welterweight,Nico Musoke,def.,Viscardi Andrade,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Charles Oliveira,def.,Andy Ogle,Submission (triangle choke),3,2:40
Lightweight,Joe Proctor,def.,Cristiano Marcello,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00
Lightweight,Rodrigo Damm,def.,Ivan Jorge,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Francisco Trinaldo,def.,Jesse Ronson,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Bantamweight,Iuri Alcântara,def.,Wilson Reis,"Decision (split) (28–29, 30–27, 30–27)",3,5:00
Featherweight,Felipe Arantes,def.,Maximo Blanco,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00
Welterweight,Ildemar Alcântara,def.,Albert Tumenov,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Featherweight,Zubaira Tukhugov,def.,Douglas Silva de Andrade,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
