Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Max Holloway (c),def.,José Aldo,TKO (punches),3,4:51
Heavyweight,Francis Ngannou,def.,Alistair Overeem,KO (punch),1,1:42
Flyweight,Henry Cejudo,def.,Sergio Pettis,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Eddie Alvarez,def.,Justin Gaethje,KO (knee),3,3:59
Women's Strawweight,Tecia Torres,def.,Michelle Waterson,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Lightweight,Paul Felder,def.,Charles Oliveira,TKO (elbows),2,4:06
Welterweight,Yancy Medeiros,def.,Alex Oliveira,TKO (punches),3,2:02
Lightweight,David Teymur,def.,Drakkar Klose,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Women's Strawweight,Felice Herrig,def.,Cortney Casey,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Women's Strawweight,Amanda Cooper,def.,Angela Magaña,TKO (punches),2,4:34
Welterweight,Abdul Razak Alhassan,def.,Sabah Homasi,TKO (punches),1,4:21
Light Heavyweight,Dominick Reyes,def.,Jeremy Kimball,Submission (rear-naked choke),1,3:39
Heavyweight,Justin Willis,def.,Allen Crowder,KO (punch),1,2:33
