Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Johny Hendricks,def.,Robbie Lawler,"Decision (unanimous) (48–47, 48–47, 48–47)",5,5:00
Welterweight,Tyron Woodley,def.,Carlos Condit,TKO (knee injury),2,2:00
Lightweight,Myles Jury,def.,Diego Sanchez,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Hector Lombard,def.,Jake Shields,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Light Heavyweight,Ovince Saint Preux,def.,Nikita Krylov,Technical Submission (Von Flue choke),1,1:29
Welterweight,Kelvin Gastelum,def.,Rick Story,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Women's Bantamweight,Jéssica Andrade,def.,Raquel Pennington,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Featherweight,Dennis Bermudez,def.,Jimy Hettes,TKO (punches and knee),3,2:57
Welterweight,Alex Garcia,def.,Sean Spencer,"Decision (split) (29–28, 28–29, 30–27)",3,5:00
Catchweight (157 lbs),Francisco Trevino,def.,Renée Forte,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Flyweight,Justin Scoggins,def.,Will Campuzano,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Sean Strickland,def.,Bubba McDaniel,Submission (rear-naked choke),1,4:33
Featherweight,Robert Whiteford,def.,Daniel Pineda,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
