Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Catchweight (158.5 lbs),Charles Oliveira,def.,Kevin Lee,Submission (guillotine choke),3,0:28
Welterweight,Gilbert Burns,def.,Demian Maia,TKO (punches),1,2:34
Lightweight,Renato Moicano,def.,Damir Hadžović,Submission (rear-naked choke),1,0:44
Light Heavyweight,Nikita Krylov,def.,Johnny Walker,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Lightweight,Francisco Trinaldo,def.,John Makdessi,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Flyweight,Brandon Moreno,def.,Jussier Formiga,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Women's Strawweight,Amanda Ribas,def.,Randa Markos,"Decision (unanimous) (30–26, 30–25, 30–25)",3,5:00
Welterweight,Elizeu Zaleski dos Santos,def.,Alexey Kunchenko,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Enrique Barzola,vs.,Rani Yahya,"Draw (majority) (29–28, 28–28, 28–28)",3,5:00
Women's Flyweight,Maryna Moroz,def.,Mayra Bueno Silva,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Flyweight,David Dvořák,def.,Bruno Gustavo da Silva,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Bantamweight,Bea Malecki,def.,Veronica Macedo,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
