Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Frankie Edgar (c),def,B.J. Penn,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00
Heavyweight,Randy Couture,def,James Toney,Submission (arm-triangle choke),1,3:19
Middleweight,Demian Maia,def,Mario Miranda,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Gray Maynard,def,Kenny Florian,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Nate Diaz,def,Marcus Davis,Technical Submission (guillotine choke),3,4:02
Lightweight,Joe Lauzon,def,Gabe Ruediger,Submission (armbar),1,2:01
Lightweight,Nik Lentz,def,Andre Winner,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Middleweight,Dan Miller,def,John Salter,Submission (anaconda choke),2,1:53
Welterweight,Greg Soto,def,Nick Osipczak,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Mike Pierce,def,Amilcar Alves,Submission (cross-body armbar),3,3:11
