Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Demian Maia,def.,Carlos Condit,Submission (rear-naked choke),1,1:52
Featherweight,Anthony Pettis,def.,Charles Oliveira,Submission (guillotine choke),3,1:49
Women's Strawweight,Paige VanZant,def.,Bec Rawlings,KO (jumping switch kick and punches),2,0:17
Lightweight,Jim Miller,def.,Joe Lauzon,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Sam Alvey,def.,Kevin Casey,TKO (punches),2,4:56
Featherweight,Kyle Bochniak,def.,Enrique Barzola,"Decision (split) (29–28, 27–30, 29–28)",3,5:00
Middleweight,Alessio Di Chirico,def.,Garreth McLellan,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Felipe Silva,def.,Shane Campbell,TKO (punches),1,1:13
Catchweight (159 lbs),Chad Laprise,def.,Thibault Gouti,TKO (punches),1,1:36
Lightweight,Jeremy Kennedy,def.,Alessandro Ricci,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
